date,batch,Number,Temperature,Density,pH,HCO3,Cl,K,Na,Ca,Mg,SO4,Li,Sr,B,Br,NO3,TDS,B2O3,Rb ug/L,Cs ug/L
2021/8/29,1, D01-1,21.3,1.2127,6.86,552.8,210416,6024,79063,1163,31671,4698,61.27,28.99,72.48,6,20.4,333.78,,,
2021/8/29,1, D01-2,18.9,1.2194,6.78,651.4,208149,12433,65149,1137,38169,4303,63.04,31.09,79.91,4.6,22.3,330.19,,,
2021/8/29,1, D01-3,17.6,1.222,6.72,661.6,202935,14577,59538,1124,39350,4307,65.6,31.36,83.11,4.1,7.9,322.68,,,
2021/8/29,1, D01-4,15.9,1.2349,6.62,717.7,204448,26021,49796,1089,44950,3985,65.94,32.61,83.93,4.9,6,331.2,,,
2021/8/29,1, D01-5,13.8,1.2616,6.2,961,248250,14669,15197,901.9,77906,2377,81.44,25.66,94.99,2.6,13.4,360.48,,,
2021/8/29,1, D01-6,13.3,1.267,5.95,979.2,262670,11223,12407,976.5,84252,2066,86.01,24.48,108,3.4,13.4,374.81,,,
2021/8/29,1, D01-7,12.4,1.2666,5.88,998.4,261998,10193,12254,972,84102,2048,89.38,24.12,107.87,4.3,12.5,372.8,,,
2021/8/29,1, D01-8,12.1,1.2643,5.88,933.7,257190,10587,13100,1010,82017,2142,87.26,24.65,108.71,5.1,12.1,367.22,,,
2021/8/29,1, D06-1,20.3,1.2103,6.91,469.9,212517,4315,84094,1244,29686,4586,60.67,33.11,64.97,7.9,11.1,337.09,,,
2021/8/29,1, D06-2,19.2,1.237,6.6,697,205030,27252,45104,1081,47606,3909,67.01,32.27,86.9,8.8,11.5,330.89,,,
2021/8/29,1, D06-3,17.5,1.2394,6.57,723.8,214531,29478,46070,1103,50355,3890,66.71,32.59,89.85,1.4,8.8,346.35,,,
2021/8/29,1, D11-1,21.3,1.2081,6.95,463.3,209814,1528,85957,1186,27860,4930,62.06,26.64,59.8,7.7,7.6,331.9,,,
2021/8/29,1, D11-2,21,1.2077,6.87,449.1,208188,1459,86808,1160,26829,4847,59.88,25.95,61.35,8.8,7.5,329.9,,,
2021/8/29,1, BS1,21.3,1.2305,6.46,768.8,215653,14198,43330,1835,52337,4442,88.41,52.31,73.63,14.2,21.8,332.81,,,
2021/8/29,1, CL1,16.5,1.2168,6.64,645.4,207231,9194,65193,1527,37898,4573,66.04,31.1,57.1,13.1,22.9,326.45,,,
2021/8/29,1, HS1,20.5,1.1982,6.94,804.2,199743,1396,62987,1565,36981,6362,83.63,30.18,59.2,85,4.7,310.1,,,
2021/9/10,2, D01-1,19.5,1.2163,6.82,598.8,204460,11863,62344,1348,33851,4380,64,38.2,75,13.9,18.05,319.1,241.5,,
2021/9/10,2, D01-2,18.8,1.2176,6.76,615,210474,13930,55291,1273,39010,4174,65.6,34.3,91,20.85,0.03,325,293,,
2021/9/10,2, D01-3,17.6,1.2193,6.74,624.1,210474,14770,55374,1248,38690,4063,64.2,33.5,86.4,15,0.03,325.4,278.2,,
2021/9/10,2, D01-4,16.7,1.2319,6.61,686.8,224505,28770,42801,1226,45750,3815,66.6,36.4,91.8,10,66.45,347.8,295.6,,
2021/9/10,2, D01-5,15.1,1.2418,6.43,1535,237535,28000,26033,1116,59430,3336,73.3,33.4,94.9,4.2,93.85,357.3,305.6,,
2021/9/10,2, D01-6,14.8,1.2454,6.34,1697,242546,21600,19971,1073,66290,2884,76,30.7,96.1,11.45,97.3,356.4,309.4,,
2021/9/10,2, D06-1,20.4,1.2129,6.86,471.9,199449,6054,69141,1266,30360,4328,59.8,34.9,67.4,7.85,10.75,311.3,217,,
2021/9/10,2, D06-2,20.1,1.2316,6.61,577.6,218492,31830,45266,1300,41420,4071,63.2,36.4,79,322.3,0.03,343.5,254.4,,
2021/9/10,2, D06-3,19.1,1.2357,6.55,580.1,222100,35200,46240,1300,41090,4013,63.2,37,90.2,22.9,0.03,350.7,290.4,,
2021/9/10,2, D11-1,20.8,1.2092,6.98,824.4,196643,1643,78047,1291,26180,4492,58.7,28.5,82.8,10.4,0.03,309.3,266.6,,
2021/9/10,2, D11-2,20.4,1.2084,7.01,414.2,196442,1660,77646,1314,26220,4547,59,28.5,68.9,6.15,0.03,308.4,221.9,,
2021/9/10,2, BS1,16.5,1.2345,6.45,757.6,224505,19960,32521,1647,53660,3761,87.4,55.3,109.4,4.4,0.03,337.1,352.3,,
2021/9/10,2, CL1,18.5,1.2225,6.63,673.2,212879,14150,48464,1247,43400,4202,73.3,33.6,94.1,6.15,37.3,325.3,303,,
2021/9/10,2, CL2,18.4,1.2275,6.54,695.9,220897,17100,42370,1189,48420,3865,68.1,31.1,98,23.2,18.3,334.8,315.6,,
2021/9/10,2, HS1,27.5,1.2009,6.99,803.2,188023,1743,50296,1301,38110,5633,87.9,32.3,99,25.25,24.15,286.2,318.8,,
2021/9/20,3, D01-1,19.6,1.2126,6.84,587.7,200852,8063,67427,1273,31350,4538,61.1,34.5,100.4,9.99,0.03,314.3, ,,
2021/9/20,3, D01-2,18.3,1.2164,6.76,598.8,206465,11060,63569,1221,34410,4513,60,34.2,100.2,9.59,0.03,322, ,,
2021/9/20,3, D01-3,17.4,1.2179,6.76,620.6,208068,12780,60245,1206,36170,4452,62.5,34.3,91.7,9.89,0.03,323.7, ,,
2021/9/20,3, D01-4,16.6,1.2268,6.61,678.7,216086,21140,51389,1208,40980,4203,62.5,35.4,116.4,8.39,0.03,335.9, ,,
2021/9/20,3, D01-5,15.9,1.2416,6.49,772.3,232123,29240,35946,1134,52100,3869,69.8,34.4,112.7,11.3,13.6,355.4, ,,
2021/9/20,3, D01-6,15.2,1.2604,6.14,887.6,257379,17390,13147,1043,76300,2712,75.6,29.6,123.3,10.88,37.3,369.1, ,,
2021/9/20,3, D01-7,13,1.2695,5.91,942.3,268204,11090,9807,1150,83580,2278,82.7,27.5,128.8,15.3,40.35,377.3, ,,
2021/9/20,3, D01-8,12.4,1.2687,5.9,944.8,268204,11640,10484,1173,83050,2304,82.4,27.9,133.4,12.24,70.15,378.1, ,,
2021/9/20,3, D06-1,18.9,1.2107,6.96,501.7,198046,4955,74287,1240,27770,4758,55.7,34.4,87.1,9.16,25.5,311.8, ,,
2021/9/20,3, D06-2,17.9,1.2199,6.84,564.4,201854,16800,61506,1218,32140,4618,57.5,35,86.9,9.68,3.75,318.9, ,,
2021/9/20,3, D06-3,17.3,1.2335,6.66,185.1,215686,31590,51354,1206,37540,4400,57.3,35.8,97,10.09,0.03,342.2, ,,
2021/9/20,3, D11-1,18.9,1.2076,7.05,409.7,192032,1604,77928,1348,24770,4962,58.7,29.4,68.9,9.31,7.45,303.2, ,,
2021/9/20,3, D11-2,18.2,1.2075,7.16,415.7,193636,1547,78427,1361,25090,5055,59.3,29.7,67.9,9.13,34.3,305.7, ,,
2021/9/20,3, BS1,17,1.2315,6.56,765.2,218091,16720,29806,1569,54290,4268,88.8,58.1,135.2,12.53,11.6,325.8, ,,
2021/9/20,3, CL1,18,1.219,6.72,652.4,204059,11660,49384,1291,41080,5252,73,35.6,122.3,11.35,0.03,313.6, ,,
2021/9/20,3, HS1,22.6,1.2007,7.08,797.6,186019,1679,49261,1324,38350,6382,87.8,33.9,116.6,11.54,0.03,284.1, ,,
2021/10/1,4, D01-1,18.6,1.2122,6.8,561.9,202906,6710,71081,1201,30379,4325,66.67,29.05,79.44,2.15,1.5,317.3,255.8,,
2021/10/1,4, D01-2,17.3,1.213,6.79,600.1,204149,8689,65964,1246,32799,4322,65.02,31,78.28,15.45,268.2,318.2,252.1,,
2021/10/1,4, D01-3,16.9,1.2156,6.74,614.2,208087,10769,62764,1221,35201,4291,67.06,30.82,81.91,30.25,18.65,323.2,263.7,,
2021/10/1,4, D01-4,17,1.2261,6.72,658.1,216585,19844,54967,1160,39432,3836,68.84,30.27,88.81,25.85,6.4,336.7,286,,
2021/10/1,4, D01-5,15.8,1.2422,6.5,774.9,233995,28654,37506,1125,51811,3357,76.44,30.28,94.46,31.5,37.7,357.5,304.2,,
2021/10/1,4, D01-6,15.6,1.2632,5.98,800.6,267156,18933,10683,895,80145,2205,75.39,26.31,92.14,11.25,76.2,381.1,296.7,,
2021/10/1,4, D01-7,14.8,1.2705,5.9,969.7,280006,11830,9362,1019,87299,1794,90.35,24.01,114.39,11.25,102.3,392.6,368.3,,
2021/10/1,4, D01-8,13.9,1.2715,5.82,962.3,277726,10221,8861,1113,87200,1710,93.29,24.33,120.18,20.55,110.35,388.2,387,,
2021/10/1,4, D06-1,17.7,1.2139,6.93,505.6,202491,5941,71265,1265,30300,4503,64.61,32.05,72.79,55.7,531.25,317,234.4,,
2021/10/1,4, D06-2,16.2,1.2139,6.88,470.8,205600,9177,69586,1295,31246,4607,64.96,32.41,74.88,19.25,62.7,322.2,241.1,,
2021/10/1,4, D06-3,15.8,1.2338,6.56,553.7,221145,36152,49984,1234,38507,4293,64.68,34.37,83.99,16.3,207.4,352.3,270.5,,
2021/10/1,4, D11-1,17.7,1.2092,7.14,410.3,208709,1742,89179,1222,24322,4429,61.17,26.22,64.51,39.55,40.3,330.2,207.7,,
2021/10/1,4, D11-2,17.1,1.2086,7.13,428.5,200626,1723,84711,1219,23911,4379,59.9,25.94,62.57,30,0.65,317.2,201.5,,
2021/10/1,4, BS1,10.3,1.2295,6.58,834.6,221145,12748,39148,1290,51528,3950,98.56,46.57,114.07,20.05,110,331,367.3,,
2021/10/1,4, CL1,14,1.2205,6.54,646.5,210989,13113,55567,1161,39414,4701,71.13,31.3,98.36,11.55,18.95,325.8,316.7,,
2021/10/1,4, HS1,21.5,1.1954,6.89,818,184253,1906,50101,1365,36921,6346,90.9,30.67,101.12,160.6,103.15,282.2,325.6,,
2021/10/11,5, D01-1,16.2,1.2177,6.7,634.9,201465,12978,55757,983,36133,4092,71.34,51.96,116.39,152.95,6.65,312.4,374.79,,
2021/10/11,5, D01-2,16,1.2186,6.7,632.4,203093,13734,56350,935,36141,4011,60.71,52.05,90.98,135.1,7.65,315.2,292.97,,
2021/10/11,5, D01-3,15.9,1.2199,6.7,652.3,204111,14919,53215,977,37767,4046,61.5,52.32,93.33,120.5,3.95,316,300.54,,
2021/10/11,5, D01-4,15.4,1.2304,6.63,712,215303,26203,46636,893,41546,3774,70.78,53.04,96.59,148.75,8.85,335.4,311.03,,
2021/10/11,5, D01-5,16,1.2407,6.45,755.9,228531,29880,34843,838,51141,3436,62.98,51.74,95.43,79.85,20.85,349.7,307.27,,
2021/10/11,5, D01-6,15.4,1.2637,6,920,258445,14601,8992,699,79583,1991,78.47,45.26,116.62,5.8,73.7,365.6,375.52,,
2021/10/11,5, D01-7,14.6,1.2712,5.9,987.1,270248,11946,10527,684,83600,1720,80.97,43.86,119.39,7.95,93.05,380.1,384.42,,
2021/10/11,5, D01-8,12.8,1.2721,5.86,982.2,268213,10749,7586,796,84729,1601,84.04,44.63,122.99,7.95,102.1,375,396.03,,
2021/10/11,5, D06-1,16.2,1.218,6.69,440.1,201058,13100,66236,1027,30463,4600,56.73,54.63,80.35,156.9,16.85,317.3,258.72,,
2021/10/11,5, D06-2,15.9,1.2247,6.74,490.7,207163,24598,61285,979,31596,4447,54.09,54.9,81.44,185.35,12,330.9,262.23,,
2021/10/11,5, D06-3,16.9,1.2339,6.64,522.2,213675,37806,51095,974,35075,4295,51.55,55.02,82.6,148.85,13.6,343.8,265.98,,
2021/10/11,5, D11-1,15.7,1.21,7.02,438.4,192918,1868,77289,967,25410,4779,53.07,47.97,71.63,197.4,12.5,304.1,230.66,,
2021/10/11,5, D11-2,16.2,1.2085,7.03,411.1,192918,1787,78253,964,24920,4767,51.59,47.79,70.94,292.55,21.95,304.5,228.44,,
2021/10/11,5, BS1,8.7,1.2252,6.66,842.9,211233,9739,38787,1153,49410,4261,97.93,38.43,121.7,145.6,30.5,315.9,391.88,,
2021/10/11,5, CL1,15.1,1.2208,6.72,637.4,206756,11592,53202,1040,39770,4438,73.65,25.79,99.75,136.35,30.1,317.8,321.21,,
2021/10/11,5, HS1,18.7,1.2023,7.03,810.6,186813,1417,52128,1118,36904,5527,90.01,25.64,99.89,278.2,57.1,285.3,321.64,,
2021/11/21,6, D01-1,13.1,1.2112,6.82,554.5,198761,7732,67681,1180,30416,4214,66.77,28.82,75.95,23.5,35.35,310.8,,,
2021/11/21,6, D01-2,13.1,1.213,6.84,578.5,200626,8477,65387,1231,32058,4397,69.3,30.53,80.92,53.55,8.25,313,,,
2021/11/21,6, D01-3,13.2,1.2141,6.86,596.8,197310,8837,61963,1227,32611,4340,71.15,30.32,84.1,47.6,2.95,307.1,,,
2021/11/21,6, D01-4,13.4,1.2164,6.89,621.6,207051,10846,64111,1200,34188,4234,70.28,30.34,84.32,68.75,2.05,322.5,,,
2021/11/21,6, D01-5,13.4,1.2322,6.63,716.1,219373,23456,42366,1032,45956,3711,73.73,27.2,300.28,102.55,24.55,337.1,,,
2021/11/21,6, D01-6,12.4,1.2496,6.33,862,237688,21273,22366,938,63361,2871,81.31,24.6,324.96,39.2,34.9,349.9,,,
2021/11/21,6, D01-7,11.9,1.2668,6,939.1,260073,15385,11418,740,78618,2133,89.45,19.86,381.07,9.2,86.3,369.9,,,
2021/11/21,6, D01-8,11.8,1.2679,6.09,1024.4,267363,14936,11601,808,81143,2122,94.98,22.33,119.12,22.05,90.4,379.3,,,
2021/11/21,6, D06-1,13.2,1.2122,6.95,489.8,201248,7840,73486,1131,28175,4156,60.62,30.83,71.87,51.05,21.15,316.8,,,
2021/11/21,6, D06-2,13.4,1.2145,6.89,500.6,197932,11045,66583,1183,29692,4292,63.3,32.21,72.9,85.4,50.75,311.5,,,
2021/11/21,6, D06-3,13.7,1.2275,6.8,512.2,214098,28109,61914,1147,32337,3959,61.9,32.8,69.95,25.25,15.8,342.3,,,
2021/11/21,6, D06-4,14.1,1.2338,6.73,524.6,221559,37841,54804,1172,35648,4023,58.39,38.88,78.55,22.95,18.5,355.8,,,
2021/11/21,6, D11-1,13.6,1.2103,7.07,445.9,201870,1762,78403,1122,27769,4545,62.24,31.36,70.3,161.9,45.3,316.3,,,
2021/11/21,6, D11-2,13.4,1.2074,7.1,438.4,195237,1821,74064,1143,27748,4534,62.32,31.21,65.92,145.8,68.3,305.4,,,
2021/11/21,6, D11-3,12.5,1.2084,7.03,443.4,197932,1860,75921,1137,27679,4495,61.98,31.67,71.68,129.4,32.35,309.8,,,
2021/11/21,6, BS1,8.7,1.2124,6.88,791.5,202077,6101,52994,1206,40029,4914,84.03,33.16,97.89,325.75,58.2,308.7,,,
2021/11/21,6, CL1,12.4,1.2174,6.79,682.9,203320,12366,52721,1092,38603,4497,76,30.67,94.2,208.35,37.45,313.7,,,
2021/11/21,6, HS1,16.1,1.1908,7.17,789,178242,1934,48120,1315,35907,5903,83.89,27.18,94.26,346.05,45.15,272.8,,,
2021/12/2,7, D01-1,6.9,1.2208,6.73,624.9,207163,15686,51214,1256,39420,3949,70.06,30.89,89.89,44.75,0.03,319.5,289.5,,
2021/12/2,7, D01-2,6.7,1.2208,6.75,620.8,206146,15689,52759,1259,38244,3906,68.95,31.05,91.3,13.5,0.03,318.8,294,,
2021/12/2,7, D01-3,7.5,1.2213,6.73,624.9,205128,16202,50439,1295,38924,3865,69.36,31.06,87.11,59.35,13.25,316.7,280.5,,
2021/12/2,7, D01-4,7.7,1.2247,6.73,646.5,209198,19437,47390,1285,40955,3942,70.55,31.07,90.83,12.1,0.03,323.1,292.5,,
2021/12/2,7, D01-5,8,1.238,6.57,712.8,222222,31841,38988,1263,45979,3767,75.98,31.81,99.1,87.3,0.03,345.1,319.1,,
2021/12/2,7, D01-6,7.3,1.2548,6.17,817.2,248270,20998,16117,1028,70282,2724,81.21,26.05,103.47,4.55,32.55,360.5,333.2,,
2021/12/2,7, D01-7,8.4,1.2609,6.04,832.1,254986,19731,15166,979,73458,2494,83.12,24.5,105.79,16.05,10.7,367.9,340.6,,
2021/12/2,7, D06-1,5.9,1.2332,6.57,649,212251,28930,38263,1149,43892,3705,71.3,30.15,93.1,15.95,0.03,329,299.8,,
2021/12/2,7, D06-2,6,1.2353,6.58,652.3,214896,31299,35721,1185,45390,3728,72.38,30.43,95.82,20.9,8,333.1,308.5,,
2021/12/2,7, D06-3,7,1.2369,6.56,658.9,215303,32665,33518,1158,46276,3681,72.66,30,96.82,13.95,0.03,333.5,311.7,,
2021/12/2,7, D06-4,6.9,1.2364,6.54,663.1,215100,32444,34080,1277,45929,3774,73.08,31.37,97.13,45.9,0.03,333.5,312.7,,
2021/12/2,7, D11-1,4,1.2074,6.85,401.1,186813,2221,71029,1180,26265,4396,62.83,27.23,67.12,9.3,0.03,292.5,216.1,,
2021/12/2,7, D11-2,3.6,1.2073,6.91,401.1,187017,2221,76950,1184,23207,4393,62.2,27.57,70.95,66.95,0.03,295.6,228.5,,
2021/12/2,7, D11-3,3.7,1.2074,6.91,401.1,190476,2191,73783,1200,26066,4416,62.78,27.58,65.64,22.25,0.03,298.7,211.4,,
2021/12/2,7, BS1,-5,1.1806,7.21,755.9,162393,1977,43797,1294,32536,5108,81.31,24.71,87.39,16.2,0.03,248.1,281.4,,
2021/12/2,7, CL1,6.8,1.2273,6.62,693.7,203907,15387,42689,1111,42958,3767,77.8,27.86,100.2,62.1,19.85,310.8,322.7,,
2021/12/2,7, CL2,7.6,1.227,6.62,697,208791,15061,43044,1155,44566,3924,74.48,27.56,99.74,19.7,0.03,317.5,321.2,,
2021/12/2,7, HS1,-3.3,1.1802,7.12,776.6,162393,1697,41201,1252,34149,5535,77.08,22.73,94.46,16.35,5.4,247.2,304.2,,
2021/12/11,8, D01-1,2,1.21,6.94,30.1,198509,8668,61000,1105,31634,4504,81.2,32.7,77.7,13.5,35.1,305.7, ,,
2021/12/11,8, D01-2,2.4,1.21,6.95,22.5,204988,9504,64000,1134,33551,4564,84.3,33.6,80,13.7,33.4,318, ,,
2021/12/11,8, D01-3,3,1.21,6.94,45.1,199027,9892,60600,1124,33187,4228,82.3,33,78.9,1.87,32.7,308.3, ,,
2021/12/11,8, D01-4,4.4,1.21,6.9,0,205247,11440,56600,1139,34751,4452,83.1,33.6,80.8,1.95,33.8,313.9, ,,
2021/12/11,8, D01-5,5.2,1.2184,6.65,610,196581,13629,54196,1111,34840,3996,73.08,48.84,120,4.55,50.8,305.3, ,,
2021/12/11,8, D01-6,6.3,1.225,6.63,645.7,208791,19171,45195,1070,42182,3843,72.83,45.76,124.1,7.25,0.03,321.1, ,,
2021/12/11,8, D01-7,8.3,1.2498,6.22,784.1,235653,22212,21273,914,62960,2826,76.9,41.57,133,4.95,56.45,346.9, ,,
2021/12/11,8, D01-8,8.4,1.262,6,831.3,250712,18665,14304,812,72861,2328,82.38,39.2,139,14.7,36.4,360.8, ,,
2021/12/11,8, D06-1,3,1.2352,6.48,653.9,213268,30386,38601,1064,43692,3764,70.46,44.33,135.9,11.25,15.4,331.7, ,,
2021/12/11,8, D06-2,2.9,1.2301,6.58,649,210419,25953,43962,1048,41290,3837,69.76,44.73,134.3,13.8,56.45,327.5, ,,
2021/12/11,8, D06-3,3.5,1.2345,6.51,647.3,213268,30410,33856,1074,46196,3804,70.91,44.59,132.2,8.85,0.03,329.5, ,,
2021/12/11,8, D06-4,4.7,1.2358,6.51,666.4,215710,31787,33028,1060,47052,3793,70.52,44.68,134.6,14.45,42.95,333.4, ,,
2021/12/11,8, D11-1,3.6,1.21,7.11,0,197991,2155,75160,1138,25849,4860,79.8,31.5,68.2,13,31.8,307.4, ,,
2021/12/11,8, D11-2,3.3,1.21,7.19,135,195658,2162,76440,1132,26123,4828,79.3,31.2,68,12.3,31.7,306.7, ,,
2021/12/11,8, D11-3,3.4,1.21,7.2,0,201619,2255,77040,1162,26558,4972,82,32.1,69.7,11.9,32.4,313.8, ,,
2021/12/11,8, BS1,-2.5,1.19,7.38,0,168448,1667,44946,1216,32117,5638,96.7,27.4,89.7,14.7,50.8,254.3, ,,
2021/12/11,8, BS2,-4.6,1.18,7.37,0,177777,1775,49460,1227,32803,5712,101,28.2,91.5,10.8,50.5,269, ,,
2021/12/11,8, CL1,7.4,1.2271,6.55,709.5,211233,15785,41503,1024,46133,4092,76.84,37.76,143.3,5.75,50,320.8, ,,
2021/12/11,8, HS1,-2.3,1.17,7.41,0,168188,1601,42768,1224,33297,5849,99.5,27.9,92.6,14.4,50.8,253.2, ,,
2021/12/20,9, D01-1,3.79,1.21,7.05,37.6,216649,11305,57160,1148,37036,4637,90.9,34.4,86.7,15.1,37.9,328.2, ,,
2021/12/20,9, D01-2,3.97,1.22,6.97,7.51,213540,11987,54920,1175,36864,4577,91.2,35.4,86.7,1.79,36.1,323.3, ,,
2021/12/20,9, D01-3,4.86,1.21,6.94,37.6,216390,13058,54240,1182,37746,4610,89.6,35.1,87,1.95,35.1,327.5, ,,
2021/12/20,9, D01-4,5.72,1.21,6.93,45.1,217168,14884,53440,1202,38977,4515,90.8,36.1,88.3,1.97,35.2,330.5, ,,
2021/12/20,9, D01-5,7.38,1.2337,6.6,685.4,208791,29310,40719,1097,41380,3842,76.15,41.02,139.2,3.05,57.8,326.1, ,,
2021/12/20,9, D01-6,7.11,1.25,6.26,770.8,236467,23075,21424,965,62862,2842,80.78,38.14,144.2,6.25,0.03,348.7, ,,
2021/12/20,9, D01-7,8.63,1.2585,6.09,795.7,239723,20482,16112,885,67551,2452,81.45,36.24,146.5,7.9,40.2,348.3, ,,
2021/12/20,9, D01-8,8.96,1.264,5.99,901.8,254782,17736,13374,798,75071,2362,93.72,32.73,166.3,12.55,31.5,365.4, ,,
2021/12/20,9, D06-1,4.42,1.2348,6.5,672.2,213675,29632,38112,1044,44336,3739,74.04,38.56,139,9.6,73.6,331.5, ,,
2021/12/20,9, D06-2,2.34,1.2281,6.61,672.2,213268,26092,41132,1094,43752,4046,75.73,40.62,141.5,5.2,8.1,330.3, ,,
2021/12/20,9, D06-3,3.7,1.2335,6.59,652.3,216931,29168,38250,1071,45518,3792,75.2,39.25,138.7,4.2,2.75,335.6, ,,
2021/12/20,9, D06-4,4.15,1.2344,6.57,661.4,219373,30107,39644,1023,45348,3756,73.77,38.86,136.1,2.3,60.6,340.2, ,,
2021/12/20,9, D11-1,8.43,1.22,6.93,0,209134,4363,65800,1057,33775,5293,98,29.8,90.3,15.2,35.1,319.7, ,,
2021/12/20,9, D11-2,6.14,1.21,7.01,0,209912,4343,65440,1065,33641,5314,100,30.3,91.7,15.6,33.4,320, ,,
2021/12/20,9, D11-3,6.21,1.21,7,22.5,208616,4304,65400,1031,33602,5334,96.4,29.3,88.8,15.8,34.3,318.6, ,,
2021/12/20,9, BS1,-5.96,1.17,7.3,0,200323,1916,55903,1253,38237,6623,88.8,25.2,83.7,13.3,55.9,304.5, ,,
2021/12/20,9, BS2,-3.33,1.18,7.29,0,200064,1898,56590,1273,37099,6553,90.3,25.7,84.6,13.6,51.7,303.7, ,,
2021/12/20,9, CL1,6.7,1.2232,6.68,691.2,205942,13502,43470,1022,44043,4309,81.88,37.51,138.3,4.15,83.15,313.3, ,,
2021/12/20,9, HS1,0.83,1.15,7.36,0,186847,1700,50745,1249,36874,6380,88.4,25.1,83.9,13.1,49.1,284.1, ,,
2021/12/28,10, D01-1,1.52,1.21,7.02,15,249821,6581,81661,1178,37762,5911,87.2,30.5,79.6,11.2,39.2,383.2, ,,
2021/12/28,10, D01-2,0.97,1.21,6.93,0,253449,8481,78963,1201,38717,5672,88,32,81.2,12.4,37.2,386.7, ,,
2021/12/28,10, D01-3,2.12,1.21,6.87,15,258373,10618,73817,1258,41467,5528,86.2,32.2,80.9,13.5,36.5,391.3, ,,
2021/12/28,10, D01-4,3.31,1.21,6.88,30.1,259927,11973,72022,1283,42816,5499,87.7,32.8,83.9,14.4,36.5,393.8, ,,
2021/12/28,10, D01-5,4.24,1.2308,6.7,651.5,215303,26474,42516,1081,43549,3837,75.71,39.89,138.1,7.95,27,333.7, ,,
2021/12/28,10, D01-6,6.12,1.2478,6.27,762.5,230769,21829,18301,942,62941,2768,76.02,37.31,139.1,4.6,22.35,338.6, ,,
2021/12/28,10, D01-7,7.22,1.2514,6.19,748.4,235653,19301,18456,913,65277,2527,76.87,36.46,139.4,19.65,72.7,343.2, ,,
